309,2913,335685,2391702,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,256.0,160.0,216.0,160.0,312.0,288.0,192.0,184.0,136.0,150.0,,,,,,9
735,7719,511488,3645411,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,250.0,336.0,1200.0,256.0,1128.0,472.0,376.0,392.0,488.0,344.0,,,,,,9
757,7754,521208,3714502,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,250.0,176.0,309.0,150.0,159.0,73.0,469.0,72.0,252.0,150.0,,,,,,9
888,8964,577162,4114962,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,250.0,192.0,288.0,208.0,154.0,414.0,184.0,408.0,184.0,280.0,,,,,,9
912,9625,586187,4178776,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,250.0,211.0,622.0,190.0,237.0,351.0,1159.0,251.0,286.0,1244.0,,,,,,9
1416,14543,172329,1224974,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,382.0,190.0,658.0,155.0,192.0,198.0,230.0,268.0,155.0,268.0,,,,,,9
1695,17250,283361,2019284,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,250.0,193.0,191.0,131.0,111.0,112.0,296.0,123.0,201.0,150.0,,,,,,9
1810,18608,287435,2048317,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,192.0,113.0,303.0,160.0,136.0,264.0,112.0,96.0,63.0,153.0,,,,,,9
3233,34280,341138,2430671,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,184.0,128.0,256.0,128.0,128.0,192.0,136.0,104.0,128.0,150.0,,,,,,9
3306,34990,343634,2448880,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,166.0,107.0,234.0,114.0,110.0,444.0,136.0,68.0,75.0,146.0,,,,,,9
3365,35675,346313,2467823,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,1008.0,264.0,576.0,191.0,208.0,305.0,224.0,255.0,208.0,176.0,,,,,,9
3392,35426,347648,2477248,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,96.0,832.0,160.0,136.0,79.0,272.0,208.0,81.0,71.0,150.0,,,,,,9
3670,39174,360328,2567960,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,310.0,221.0,389.0,400.0,369.0,553.0,239.0,232.0,1270.0,325.0,,,,,,9
3774,39978,364583,2598033,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,363.0,97.0,157.0,154.0,105.0,157.0,154.0,64.0,82.0,150.0,,,,,,9
3781,40082,364826,2599829,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,224.0,184.0,136.0,120.0,208.0,216.0,72.0,152.0,184.0,152.0,,,,,,9
3786,40015,364990,2601005,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,250.0,503.0,896.0,53.0,199.0,168.0,90.0,210.0,68.0,78.0,,,,,,9
3859,41136,368089,2623430,17.0,4.0,6.0,0.0,17.0,3.0,8.0,13.0,6.0,,,,,,705.0,142.0,946.0,332.0,197.0,171.0,358.0,432.0,157.0,238.0,,,,,,9
