23,142,311798,2221090,24.0,14.0,20.0,,,,,,,,,,,,461.0,279.0,532.0,534.0,,,,,,,,,,,,3
23,256,311807,2221153,24.0,14.0,20.0,,,,,,,,,,,,250.0,379.0,271.0,314.0,,,,,,,,,,,,3
23,366,311810,2221182,24.0,14.0,20.0,,,,,,,,,,,,250.0,420.0,246.0,508.0,,,,,,,,,,,,3
23,378,311812,2221192,24.0,14.0,20.0,,,,,,,,,,,,388.0,287.0,209.0,543.0,,,,,,,,,,,,3
33,204,348033,2479920,24.0,14.0,20.0,,,,,,,,,,,,224.0,128.0,96.0,159.0,,,,,,,,,,,,3
33,244,348041,2479966,24.0,14.0,20.0,,,,,,,,,,,,113.0,80.0,95.0,150.0,,,,,,,,,,,,3
58,474,455050,3242743,24.0,14.0,20.0,,,,,,,,,,,,439.0,139.0,101.0,150.0,,,,,,,,,,,,3
114,974,57768,411999,24.0,14.0,20.0,,,,,,,,,,,,464.0,48.0,64.0,64.0,,,,,,,,,,,,3
114,978,57769,412009,24.0,14.0,20.0,,,,,,,,,,,,576.0,64.0,64.0,150.0,,,,,,,,,,,,3
114,983,57770,412017,24.0,14.0,20.0,,,,,,,,,,,,448.0,35.0,61.0,64.0,,,,,,,,,,,,3
147,1255,199207,1416452,24.0,14.0,20.0,,,,,,,,,,,,296.0,127.0,113.0,120.0,,,,,,,,,,,,3
165,1472,272735,1943094,24.0,14.0,20.0,,,,,,,,,,,,720.0,248.0,160.0,248.0,,,,,,,,,,,,3
168,1413,283064,2017191,24.0,14.0,20.0,,,,,,,,,,,,752.0,176.0,96.0,150.0,,,,,,,,,,,,3
177,1499,286848,2044111,24.0,14.0,20.0,,,,,,,,,,,,307.0,139.0,116.0,150.0,,,,,,,,,,,,3
177,1518,286851,2044141,24.0,14.0,20.0,,,,,,,,,,,,250.0,143.0,985.0,610.0,,,,,,,,,,,,3
177,1530,286853,2044152,24.0,14.0,20.0,,,,,,,,,,,,387.0,134.0,91.0,150.0,,,,,,,,,,,,3
187,1552,289804,2065199,24.0,14.0,20.0,,,,,,,,,,,,240.0,176.0,80.0,96.0,,,,,,,,,,,,3
