783,7847,531958,3791929,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,250.0,690.0,160.0,189.0,346.0,232.0,155.0,270.0,155.0,1458.0,270.0,193.0,232.0,193.0,,13
1576,16452,239192,1702693,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,465.0,136.0,160.0,161.0,88.0,167.0,102.0,142.0,92.0,159.0,102.0,139.0,82.0,171.0,,13
2803,29429,326192,2324352,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,90.0,38.0,56.0,160.0,88.0,128.0,128.0,275.0,197.0,56.0,104.0,88.0,64.0,160.0,,13
3263,34432,341866,2435911,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,1617.0,463.0,749.0,378.0,1001.0,792.0,224.0,2405.0,328.0,501.0,241.0,525.0,458.0,150.0,,13
3625,38429,357945,2550882,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,235.0,174.0,195.0,228.0,170.0,175.0,148.0,244.0,229.0,188.0,64.0,76.0,161.0,144.0,,13
4398,46726,391652,2791384,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,415.0,133.0,172.0,365.0,161.0,484.0,119.0,347.0,121.0,311.0,284.0,72.0,245.0,210.0,,13
5943,64151,457641,3261334,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,340.0,115.0,523.0,173.0,402.0,151.0,258.0,314.0,221.0,1347.0,393.0,276.0,204.0,199.0,,13
6133,66088,464820,3312705,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,448.0,144.0,144.0,208.0,112.0,208.0,112.0,288.0,180.0,92.0,96.0,176.0,96.0,128.0,,13
7269,78463,508301,3622468,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,250.0,119.0,102.0,164.0,103.0,163.0,245.0,235.0,139.0,119.0,54.0,69.0,127.0,36.0,,13
7411,79954,514686,3667886,15.0,0.0,17.0,19.0,8.0,2.0,8.0,15.0,0.0,19.0,8.0,14.0,13.0,,104.0,104.0,80.0,175.0,153.0,239.0,145.0,144.0,112.0,144.0,72.0,64.0,152.0,184.0,,13
