33,237,348040,2479959,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,208.0,80.0,144.0,144.0,48.0,112.0,112.0,96.0,,,,,,,,7
58,514,455053,3242771,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,356.0,169.0,186.0,250.0,142.0,181.0,154.0,106.0,,,,,,,,7
404,3802,375769,2678210,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,420.0,303.0,194.0,146.0,276.0,94.0,136.0,279.0,,,,,,,,7
541,5377,436391,3110436,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,250.0,264.0,152.0,248.0,104.0,160.0,160.0,104.0,,,,,,,,7
640,6270,475184,3387289,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,256.0,136.0,201.0,199.0,128.0,192.0,456.0,112.0,,,,,,,,7
648,6495,478674,3412094,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,455.0,689.0,149.0,260.0,191.0,325.0,128.0,150.0,,,,,,,,7
669,6714,486089,3464762,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,648.0,224.0,134.0,164.0,583.0,221.0,124.0,229.0,,,,,,,,7
745,7558,517570,3688206,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,250.0,147.0,217.0,394.0,140.0,200.0,152.0,150.0,,,,,,,,7
770,7851,526947,3755640,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,596.0,312.0,196.0,430.0,347.0,256.0,362.0,303.0,,,,,,,,7
866,8813,567453,4045469,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,628.0,185.0,200.0,326.0,196.0,177.0,199.0,265.0,,,,,,,,7
875,8873,572624,4082311,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,301.0,184.0,206.0,275.0,144.0,140.0,114.0,248.0,,,,,,,,7
886,9189,576354,4109129,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,250.0,240.0,255.0,331.0,213.0,367.0,353.0,298.0,,,,,,,,7
901,9187,583013,4156274,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,696.0,176.0,175.0,160.0,160.0,184.0,136.0,144.0,,,,,,,,7
1053,10934,21326,151905,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,166.0,89.0,193.0,324.0,458.0,106.0,99.0,117.0,,,,,,,,7
1055,10810,21931,156371,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,700.0,275.0,206.0,344.0,775.0,188.0,105.0,132.0,,,,,,,,7
1076,11381,31195,222473,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,1592.0,888.0,224.0,536.0,576.0,304.0,1080.0,344.0,,,,,,,,7
1146,11750,57372,409211,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,1892.0,149.0,146.0,446.0,170.0,237.0,180.0,142.0,,,,,,,,7
1152,11862,58546,417571,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,149.0,89.0,180.0,104.0,93.0,71.0,137.0,160.0,,,,,,,,7
1166,12163,64800,462079,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,403.0,228.0,142.0,234.0,223.0,180.0,139.0,150.0,,,,,,,,7
1166,12163,64801,462081,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,250.0,166.0,146.0,249.0,197.0,174.0,141.0,170.0,,,,,,,,7
1224,12463,88247,629065,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,36.0,104.0,168.0,120.0,80.0,56.0,72.0,64.0,,,,,,,,7
1224,12490,88250,629088,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,250.0,152.0,120.0,104.0,96.0,64.0,56.0,96.0,,,,,,,,7
1228,12664,90200,643131,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,147.0,100.0,130.0,141.0,75.0,77.0,532.0,90.0,,,,,,,,7
1229,12679,90766,647106,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,224.0,128.0,200.0,120.0,272.0,216.0,152.0,120.0,,,,,,,,7
1241,12690,96507,688389,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,165.0,185.0,184.0,247.0,216.0,222.0,196.0,274.0,,,,,,,,7
1285,13193,115343,822026,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,144.0,168.0,384.0,253.0,282.0,20.0,120.0,141.0,,,,,,,,7
1293,13268,117782,839433,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,185.0,72.0,168.0,208.0,119.0,105.0,104.0,72.0,,,,,,,,7
1345,13783,140959,1003456,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,379.0,252.0,217.0,304.0,1161.0,200.0,277.0,249.0,,,,,,,,7
1399,14324,164061,1166414,12.0,4.0,4.0,19.0,8.0,13.0,6.0,,,,,,,,546.0,285.0,160.0,184.0,277.0,205.0,249.0,187.0,,,,,,,,7
